Section,English,Kurdish,Arabic,Where
"app/cart","View my orders","","","app/cart/page.tsx"
"app/cart","Your cart","","","app/cart/page.tsx"
"app/cart","Your cart is empty. Browse the marketplace to add items.","","","app/cart/page.tsx"
"app/components",") : messages.length === 0 ? (","","","app/components/order-chat.tsx"
"app/components",") : notifications.length === 0 ? (","","","app/components/notification-bell.tsx"
"app/components","= 2 && results.length === 0 && !isPending && (","","","app/components/search-bar.tsx"
"app/components","0 && !open && (","","","app/components/order-chat.tsx"
"app/components","Add a new address","","","app/components/checkout-address.tsx"
"app/components","Add address","","","app/components/address-manager.tsx"
"app/components","Address details","","","app/components/address-form.tsx"
"app/components","As soon as possible","","","app/components/delivery-slot-picker.tsx"
"app/components","case 'default': default: return","","","app/components/client-date.tsx"
"app/components","case 'long-date': return","","","app/components/client-date.tsx"
"app/components","case 'scheduled': return","","","app/components/client-date.tsx"
"app/components","case 'short-date': return","","","app/components/client-date.tsx"
"app/components","Change number","","","app/components/phone-login.tsx"
"app/components","Comment (optional)","","","app/components/review-section.tsx"
"app/components","Default","","","app/components/address-manager.tsx"
"app/components","Delivery addresses","","","app/components/address-manager.tsx"
"app/components","Delivery area","","","app/components/address-form.tsx"
"app/components","Destination","","","app/components/order-tracking-map.tsx"
"app/components","FLASH SALES","","","app/components/flash-sales-strip.tsx"
"app/components","Get notified about order updates, flash sales, and delivery status.","","","app/components/push-prompt.tsx"
"app/components","Limited time deals — grab them before they end","","","app/components/flash-sales-strip.tsx"
"app/components","Mark all read","","","app/components/notification-bell.tsx"
"app/components","No messages yet. Say hello.","","","app/components/order-chat.tsx"
"app/components","No notifications yet","","","app/components/notification-bell.tsx"
"app/components","No reviews yet. Be the first to review this shop!","","","app/components/review-section.tsx"
"app/components","No saved addresses yet. Add one to check out faster.","","","app/components/address-manager.tsx"
"app/components","Not now","","","app/components/push-prompt.tsx"
"app/components","Notifications","","","app/components/notification-bell.tsx"
"app/components","Options","","","app/components/product-variants-selector.tsx"
"app/components","Order chat","","","app/components/order-chat.tsx"
"app/components","Out of stock","","","app/components/product-variants-selector.tsx"
"app/components","Pin your location","","","app/components/address-form.tsx"
"app/components","Recently viewed","","","app/components/recently-viewed.tsx"
"app/components","Remove","","","app/components/coupon-input.tsx"
"app/components","Reorder","","","app/components/reorder-button.tsx"
"app/components","Review submitted! Thank you.","","","app/components/review-section.tsx"
"app/components","Reviews","","","app/components/review-section.tsx"
"app/components","Schedule","","","app/components/delivery-slot-picker.tsx"
"app/components","Send","","","app/components/order-chat.tsx"
"app/components","Set default","","","app/components/address-manager.tsx"
"app/components","Stay in the loop","","","app/components/push-prompt.tsx"
"app/components","Waiting for driver location…","","","app/components/order-tracking-map.tsx"
"app/components","Welcome! What's your name?","","","app/components/phone-login.tsx"
"app/components","Write a review","","","app/components/review-section.tsx"
"app/components","Your rating","","","app/components/review-section.tsx"
"app/driver",") : nextStatus && (","","","app/driver/driver-orders.tsx"
"app/driver","Being prepared","","","app/driver/driver-orders.tsx"
"app/driver","Cash to remit","","","app/driver/earnings/page.tsx"
"app/driver","Completed","","","app/driver/earnings/page.tsx"
"app/driver","Deliver to","","","app/driver/driver-orders.tsx"
"app/driver","Delivery history","","","app/driver/earnings/page.tsx"
"app/driver","fee","","","app/driver/earnings/page.tsx"
"app/driver","Mark picked up","","","app/driver/driver-orders.tsx"
"app/driver","Navigate to customer","","","app/driver/driver-orders.tsx"
"app/driver","No deliveries yet. Accept orders from the dashboard to start earning.","","","app/driver/earnings/page.tsx"
"app/driver","No orders right now. Check back soon.","","","app/driver/driver-orders.tsx"
"app/driver","Owed per shop","","","app/driver/earnings/page.tsx"
"app/driver","Ready for pickup","","","app/driver/driver-orders.tsx"
"app/driver","Shop has finished packing — accept to pick up.","","","app/driver/driver-orders.tsx"
"app/driver","Shop is packing these orders — they'll move to ""Ready"" when done.","","","app/driver/driver-orders.tsx"
"app/driver","Shop is preparing — available soon","","","app/driver/driver-orders.tsx"
"app/driver","Today","","","app/driver/earnings/page.tsx"
"app/driver","Toggle online above to start receiving delivery requests and push notifications.","","","app/driver/driver-orders.tsx"
"app/driver","Total earned","","","app/driver/earnings/page.tsx"
"app/driver","You're offline","","","app/driver/driver-orders.tsx"
"app/driver","Your driver account is under review. We'll notify you once an admin approves your account — usually within 24 hours.","","","app/driver/page.tsx"
"app/favorites","No favorites yet","","","app/favorites/page.tsx"
"app/favorites","Tap the heart icon on any product or shop to save it here.","","","app/favorites/page.tsx"
"app/favorites","Your saved shops and products for quick access.","","","app/favorites/page.tsx"
"app/layout.tsx","bazaar.","","","app/layout.tsx"
"app/layout.tsx","Compare prices across local shops, catch flash sales, and get everything delivered in one trip. The marketplace built for Amedi.","","","app/layout.tsx"
"app/layout.tsx","Compare prices, catch flash sales, one delivery from multiple shops.","","","app/layout.tsx"
"app/login","Sign in to your account","","","app/login/page.tsx"
"app/login","you@email.com","","","app/login/page.tsx"
"app/orders","Current status","","","app/orders/[id]/page.tsx"
"app/orders","Home","","","app/orders/[id]/page.tsx"
"app/orders","Live tracking","","","app/orders/[id]/page.tsx"
"app/orders","No orders yet. Start shopping!","","","app/orders/order-list.tsx"
"app/orders","Picked up","","","app/orders/[id]/page.tsx"
"app/orders","This order has been cancelled.","","","app/orders/[id]/page.tsx"
"app/orders","View details","","","app/orders/order-list.tsx"
"app/page.tsx","A local driver picks up from all shops on one route and delivers everything to your door. Track in real time.","","","app/page.tsx"
"app/page.tsx","Add honey from one shop, bread from another, and meat from a third. The driver collects from all locations on one optimized route and delivers everything together. You pay one delivery fee.","","","app/page.tsx"
"app/page.tsx","Amedi, Kurdistan Region","","","app/page.tsx"
"app/page.tsx","Browse every market, compare prices, build one cart from multiple shops, and track your delivery live.","","","app/page.tsx"
"app/page.tsx","Dara Market","","","app/page.tsx"
"app/page.tsx","Everyone has a place here.","","","app/page.tsx"
"app/page.tsx","Flash sales","","","app/page.tsx"
"app/page.tsx","Fresh Bread — Tandoor","","","app/page.tsx"
"app/page.tsx","Get started","","","app/page.tsx"
"app/page.tsx","Get your own branded shop page. List products, set prices, run flash sales, and reach customers who never walked past your door.","","","app/page.tsx"
"app/page.tsx","How it works","","","app/page.tsx"
"app/page.tsx","Join Bazaar","","","app/page.tsx"
"app/page.tsx","Kurdish Honey (Mountain)","","","app/page.tsx"
"app/page.tsx","Local Cheese (White)","","","app/page.tsx"
"app/page.tsx","market","","","app/page.tsx"
"app/page.tsx","Multi-shop orders","","","app/page.tsx"
"app/page.tsx","One order. Multiple shops. One delivery.","","","app/page.tsx"
"app/page.tsx","Pick up from multiple shops per trip. Short distances, fair pay. Know your town, earn from it.","","","app/page.tsx"
"app/page.tsx","Shop owners post timed flash sales — just like calling out deals in the market. Get notified instantly. Prices drop, countdown runs, you save.","","","app/page.tsx"
"app/page.tsx","The best deals in the bazaar — now digital.","","","app/page.tsx"
"app/page.tsx","Whether you shop, sell, or deliver — there&apos;s a door with your name on it.","","","app/page.tsx"
"app/page.tsx","Your location","","","app/page.tsx"
"app/profile","Account info","","","app/profile/page.tsx"
"app/profile","Edit profile","","","app/profile/page.tsx"
"app/profile","Profile updated successfully.","","","app/profile/profile-form.tsx"
"app/s","No products listed yet","","","app/s/[slug]/page.tsx"
"app/s","This shop is still setting up their catalog.","","","app/s/[slug]/page.tsx"
"app/shop",", item: Record","","","app/shop/(dashboard)/orders/page.tsx"
"app/shop","; items: Record","","","app/shop/(dashboard)/orders/page.tsx"
"app/shop","!s.is_active || new Date(s.ends_at)","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop",". Category matches by name.","","","app/shop/(dashboard)/products/bulk-import.tsx"
"app/shop",") : uploading ? (","","","app/shop/(dashboard)/products/add-product-form.tsx | app/shop/(dashboard)/products/product-list.tsx | app/shop/(dashboard)/settings/settings-form.tsx"
"app/shop",") : uploadingImage ? (","","","app/shop/onboarding/onboarding-wizard.tsx"
"app/shop","+ Add option","","","app/shop/(dashboard)/products/add-product-form.tsx"
"app/shop","+ Add product","","","app/shop/(dashboard)/products/add-product-form.tsx"
"app/shop","+ New flash sale","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","✕ Cancel order","","","app/shop/(dashboard)/orders/shop-order-list.tsx"
"app/shop","📦 Stock options:","","","app/shop/(dashboard)/products/product-list.tsx"
"app/shop","Active sales","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","Add a product","","","app/shop/onboarding/onboarding-wizard.tsx"
"app/shop","Add products first before creating flash sales.","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","Add your first product to start selling on Bazaar Amedi.","","","app/shop/(dashboard)/products/product-list.tsx"
"app/shop","amount · unit · price · stock","","","app/shop/(dashboard)/products/add-product-form.tsx"
"app/shop","Back","","","app/shop/onboarding/onboarding-wizard.tsx"
"app/shop","Basic information","","","app/shop/(dashboard)/settings/settings-form.tsx"
"app/shop","Bulk import","","","app/shop/(dashboard)/products/bulk-import.tsx"
"app/shop","Code","","","app/shop/(dashboard)/coupons/coupon-manager.tsx"
"app/shop","Columns:","","","app/shop/(dashboard)/products/bulk-import.tsx"
"app/shop","Complete your shop setup","","","app/shop/(dashboard)/page.tsx"
"app/shop","Coupon Codes","","","app/shop/(dashboard)/coupons/coupon-manager.tsx"
"app/shop","Coupon created!","","","app/shop/(dashboard)/coupons/coupon-manager.tsx"
"app/shop","Create coupon","","","app/shop/(dashboard)/coupons/coupon-manager.tsx"
"app/shop","Create limited-time deals to attract more customers.","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","Create time-limited deals to attract customers.","","","app/shop/(dashboard)/flash-sales/page.tsx"
"app/shop","Delivery zone","","","app/shop/(dashboard)/settings/settings-form.tsx | app/shop/onboarding/onboarding-wizard.tsx"
"app/shop","Discount value","","","app/shop/(dashboard)/coupons/coupon-manager.tsx"
"app/shop","Download template","","","app/shop/(dashboard)/products/bulk-import.tsx"
"app/shop","Ends:","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","Expires at (optional)","","","app/shop/(dashboard)/coupons/coupon-manager.tsx"
"app/shop","from delivered orders","","","app/shop/(dashboard)/analytics/analytics-dashboard.tsx"
"app/shop","Gallery","","","app/shop/(dashboard)/products/product-list.tsx"
"app/shop","Go to settings","","","app/shop/(dashboard)/page.tsx"
"app/shop","Go to Settings to add your shop details, then start adding products.","","","app/shop/(dashboard)/page.tsx"
"app/shop","gram","","","app/shop/(dashboard)/products/add-product-form.tsx"
"app/shop","Image","","","app/shop/(dashboard)/products/add-product-form.tsx"
"app/shop","IQD","","","app/shop/(dashboard)/products/add-product-form.tsx"
"app/shop","Items available in this sale","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","items: Record","","","app/shop/(dashboard)/orders/shop-order-list.tsx"
"app/shop","Last 7 days","","","app/shop/(dashboard)/analytics/analytics-dashboard.tsx"
"app/shop","Looks good!","","","app/shop/onboarding/onboarding-wizard.tsx"
"app/shop","Market owner","","","app/shop/sidebar.tsx"
"app/shop","Max uses (optional)","","","app/shop/(dashboard)/coupons/coupon-manager.tsx"
"app/shop","Min order (IQD)","","","app/shop/(dashboard)/coupons/coupon-manager.tsx"
"app/shop","name_en, price","","","app/shop/(dashboard)/products/bulk-import.tsx"
"app/shop","name_ku, name_ar, unit, stock_qty, category, description","","","app/shop/(dashboard)/products/bulk-import.tsx"
"app/shop","New flash sale","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","New product","","","app/shop/(dashboard)/products/add-product-form.tsx"
"app/shop","No coupons yet. Create your first coupon above.","","","app/shop/(dashboard)/coupons/coupon-manager.tsx"
"app/shop","No flash sales yet","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","No orders yet. They will appear here when customers order from your shop.","","","app/shop/(dashboard)/orders/shop-order-list.tsx"
"app/shop","No sales data yet.","","","app/shop/(dashboard)/analytics/analytics-dashboard.tsx"
"app/shop","Past sales","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","Payout history","","","app/shop/(dashboard)/earnings/earnings-panel.tsx"
"app/shop","Pricing options","","","app/shop/(dashboard)/products/add-product-form.tsx"
"app/shop","Product","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","Product added! Add more or continue to the next step.","","","app/shop/onboarding/onboarding-wizard.tsx"
"app/shop","Product photo","","","app/shop/onboarding/onboarding-wizard.tsx"
"app/shop","Products preview","","","app/shop/onboarding/onboarding-wizard.tsx"
"app/shop","Request a payout","","","app/shop/(dashboard)/earnings/earnings-panel.tsx"
"app/shop","Sale ends","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","Sale price (IQD)","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","Set up shop","","","app/shop/(dashboard)/products/page.tsx"
"app/shop","Set up your shop","","","app/shop/onboarding/onboarding-wizard.tsx"
"app/shop","Shop images","","","app/shop/(dashboard)/settings/settings-form.tsx"
"app/shop","Shop is open for orders","","","app/shop/(dashboard)/settings/settings-form.tsx"
"app/shop","Shop Settings","","","app/shop/(dashboard)/settings/page.tsx"
"app/shop","Shop settings saved.","","","app/shop/(dashboard)/settings/settings-form.tsx"
"app/shop","stock","","","app/shop/(dashboard)/products/add-product-form.tsx"
"app/shop","Top products","","","app/shop/(dashboard)/analytics/analytics-dashboard.tsx"
"app/shop","total order items","","","app/shop/(dashboard)/analytics/analytics-dashboard.tsx"
"app/shop","Type","","","app/shop/(dashboard)/coupons/coupon-manager.tsx"
"app/shop","Upload CSV file","","","app/shop/(dashboard)/products/bulk-import.tsx"
"app/shop","Waiting for driver","","","app/shop/(dashboard)/orders/shop-order-list.tsx"
"app/shop","Which option is on sale?","","","app/shop/(dashboard)/flash-sales/flash-sale-manager.tsx"
"app/shop","You can still add products while waiting. Your shop will be visible to customers once approved.","","","app/shop/(dashboard)/page.tsx"
"app/shop","You need to set up your shop first before adding products.","","","app/shop/(dashboard)/products/page.tsx"
"app/shop","You&apos;re all set!","","","app/shop/onboarding/onboarding-wizard.tsx"
"app/shop","Your shop","","","app/shop/onboarding/onboarding-wizard.tsx"
"app/shop","Your shop is pending approval","","","app/shop/(dashboard)/page.tsx"
"app/shop","Your shop will be visible to customers after admin approval. You can keep adding products while waiting.","","","app/shop/onboarding/onboarding-wizard.tsx"
"app/shops","Markets in Amedi","","","app/shops/page.tsx"
"app/shops","No shops yet","","","app/shops/page.tsx"
"app/shops","Shops are being set up. Check back soon.","","","app/shops/page.tsx"
"app/signup","Back to home","","","app/signup/page.tsx"
"app/signup","By signing up you agree to our Terms and Privacy Policy.","","","app/signup/page.tsx"
"app/signup","Join the Amedi marketplace","","","app/signup/page.tsx"
"app/signup","you@example.com","","","app/signup/page.tsx"
"app/signup","You&apos;re on the list.","","","app/signup/page.tsx"
"lib/bazaar",", profileError) } if (bazaarRole ===","","","lib/bazaar/auth.ts"
"lib/bazaar","| null | undefined shopZones: Pick","","","lib/bazaar/zone-utils.ts"
"lib/bazaar","LeafletMap fitBounds: (b: [number, number][], opts?: Record","","","lib/bazaar/leaflet.ts"
"lib/bazaar","LeafletMap tileLayer: (url: string, opts: Record","","","lib/bazaar/leaflet.ts"
"lib/bazaar","LeafletMarker icon: (opts: Record","","","lib/bazaar/leaflet.ts"
"lib/bazaar","unknown divIcon: (opts: Record","","","lib/bazaar/leaflet.ts"
"lib/bazaar","z.id === data.zoneId) ?? null : null if (customerZone?.min_order && subtotal","","","lib/bazaar/order-actions.ts"
"lib/bazaar","z.id === zid)) .filter((z): z is NonNullable","","","lib/bazaar/order-actions.ts"
